record_id,depart_time,depart_min_of_day,depart_lon,depart_lat,dest_lon,dest_lat,peak_period,is_peak,survey_travtime,model_travtime,scenario,service_date,tt_1_min,tt_1_offset_min,tt_2_min,tt_2_offset_min,tt_3_min,tt_3_offset_min,tt_4_min,tt_4_offset_min,tt_5_min,tt_5_offset_min,tt_6_min,tt_6_offset_min,tt_7_min,tt_7_offset_min,tt_8_min,tt_8_offset_min,n_ok,tt_mean_min,tt_sd_min
2579920105,17:45,1065,-75.1608290378846,39.9512565309348,-75.2162654488479,39.9464660922369,pm_peak,TRUE,20,23.865408,restore,20251015,24.9166666666667,-29.75,26.4166666666667,-21.25,27.9166666666667,-12.75,24.4166666666667,-4.25,28.9166666666667,4.25,26.8666666666667,12.75,25.9166666666667,21.25,32.4166666666667,29.75,8,27.2229166666667,2.5635407294265
2672010201,9:30,570,-75.1669894744938,39.9484799410289,-75.1662120144978,39.9238115855567,off_peak,FALSE,27,15.590835,restore,20251015,22.8,-29.75,35.3,-21.25,26.8,-12.75,32.3,-4.25,23.8,4.25,29.3,12.75,34.8,21.25,26.3,29.75,8,28.925,4.80884601541783
2688810102,14:55,895,-75.1941152941134,39.9546263068532,-75.150229373412,39.9517620658106,off_peak,FALSE,35,15.35,restore,20251015,18.6,-29.75,21.5166666666667,-21.25,19.6,-12.75,15.0666666666667,-4.25,20.6,4.25,18.1,12.75,15.6,21.25,19.1,29.75,8,18.5229166666667,2.25020171053513
2688810103,17:30,1050,-75.150229373412,39.9517620658106,-75.2165947836222,39.9537421538695,pm_peak,TRUE,30,23.31013,restore,20251015,28.0833333333333,-29.75,25.5833333333333,-21.25,29.0833333333333,-12.75,26.5833333333333,-4.25,30.0833333333333,4.25,33.5833333333333,12.75,28.2166666666667,21.25,28.5833333333333,29.75,8,28.725,2.41199054987751
2774350204,10:13,613,-75.2162654488479,39.9464660922369,-75.1725391195037,39.9527196860213,off_peak,FALSE,18,21.749239,restore,20251015,18.8333333333333,-29.75,20.3333333333333,-21.25,21.8333333333333,-12.75,23.3333333333333,-4.25,23.7833333333333,4.25,26.3333333333333,12.75,17.8333333333333,21.25,19.5833333333333,29.75,8,21.4833333333333,2.86942005091123
2920170201,8:00,480,-75.1722288078707,39.9400534674801,-75.1725391195037,39.9527196860213,am_peak,TRUE,15,12.527511,restore,20251015,25.65,-29.75,25.7166666666667,-21.25,17.2166666666667,-12.75,24.15,-4.25,24.7166666666667,4.25,32.1833333333333,12.75,23.6833333333333,21.25,23.2166666666667,29.75,8,24.5666666666667,4.09409175539427
2966540202,8:03,483,-75.1611907875754,39.9477574019743,-75.1984494658686,39.9539400028283,am_peak,TRUE,27,19.191247,restore,20251015,26.1666666666667,-29.75,27.1333333333333,-21.25,26.6333333333333,-12.75,26.1333333333333,-4.25,33.6333333333333,4.25,26.6666666666667,12.75,30.6333333333333,21.25,27.6666666666667,29.75,8,28.0833333333333,2.67172139978989
2966540203,17:00,1020,-75.1984494658686,39.9539400028283,-75.1584424033225,39.9474108270156,pm_peak,TRUE,35,23.412371,restore,20251015,28.7666666666667,-29.75,20.2666666666667,-21.25,23.7666666666667,-12.75,27.2666666666667,-4.25,24.7666666666667,4.25,28.2666666666667,12.75,25.65,21.25,23.2666666666667,29.75,8,25.2520833333333,2.85094578431077
3006050101,6:30,390,-75.2399779780059,39.9210924003411,-75.202230610969,39.9458213862922,am_peak,TRUE,35,23.344439,restore,20251015,25.7333333333333,-29.75,32.2333333333333,-21.25,23.7333333333333,-12.75,30.2333333333333,-4.25,34.4,4.25,25.9,12.75,26.4,21.25,26.9,29.75,8,28.1916666666667,3.68582656405825
3006050102,16:00,960,-75.202230610969,39.9458213862922,-75.2399779780059,39.9210924003411,pm_peak,TRUE,105,20.273254,restore,20251015,46.5333333333333,-29.75,46.0333333333333,-21.25,37.5333333333333,-12.75,46.0333333333333,-4.25,45.5333333333333,4.25,46.0333333333333,12.75,37.5333333333333,21.25,49.0333333333333,29.75,8,44.2833333333333,4.30116263352131
3024870101,8:30,510,-75.2143085167584,39.9408655334325,-75.1708705877199,39.9529581159317,am_peak,TRUE,32,19.371312,restore,20251015,30.2,-29.75,31.7,-21.25,23.2,-12.75,24.7,-4.25,26.4166666666667,4.25,23.9166666666667,12.75,29.4166666666667,21.25,27.9166666666667,29.75,8,27.1833333333333,3.12407446611653
3024870102,12:00,720,-75.1708705877199,39.9529581159317,-75.2143085167584,39.9408655334325,off_peak,FALSE,150,19.096302,restore,20251015,19.9,-29.75,16.6666666666667,-21.25,18.1666666666667,-12.75,19.6666666666667,-4.25,21.1666666666667,4.25,17.4833333333333,12.75,18.9833333333333,21.25,20.4833333333333,29.75,8,19.0645833333333,1.53786693904974
3032020102,13:38,818,-75.1262221694671,39.9679483007659,-75.1752524766747,39.9659654913561,off_peak,FALSE,22,26.312437,restore,20251015,33.2833333333333,-29.75,45.2333333333333,-21.25,47.15,-12.75,38.65,-4.25,30.15,4.25,49.65,12.75,41.15,21.25,32.65,29.75,8,39.7395833333333,7.27416027717944
3032020104,14:25,865,-75.1755490875517,39.9619810599662,-75.1262221694671,39.9679483007659,off_peak,FALSE,25,28.557489,restore,20251015,57.35,-29.75,48.85,-21.25,40.35,-12.75,39.15,-4.25,43.3666666666667,4.25,47.1,12.75,38.6,21.25,30.1,29.75,8,43.1083333333333,8.14695872752136
3033290201,10:00,600,-75.1550394779574,40.0672050029827,-75.1550394779574,40.0672050029827,off_peak,FALSE,,7.625119,restore,20251015,7.51666666666667,-29.75,10.5166666666667,-21.25,10.5166666666667,-12.75,13.5166666666667,-4.25,5.01666666666667,4.25,5.01666666666667,12.75,7.1,21.25,8.01666666666667,29.75,8,8.40208333333333,2.94356221808645
3033290202,20:00,1200,-75.1550394779574,40.0672050029827,-75.1503212753435,40.0647775996619,off_peak,FALSE,240,8.180767,restore,20251015,25.3333333333333,-29.75,16.8333333333333,-21.25,8.33333333333333,-12.75,17.9666666666667,-4.25,20.3333333333333,4.25,11.8333333333333,12.75,22.2166666666667,21.25,13.7166666666667,29.75,8,17.0708333333333,5.62236710867957
