record_id,person_id,journey_id,trip_num,mode,rr_role,depart_time,depart_min_of_day,depart_lon,depart_lat,dest_lon,dest_lat,o_county,d_county,peak_period,is_peak,survey_travtime,model_travtime,scenario,service_date,tt_1_min,tt_1_offset_min,tt_2_min,tt_2_offset_min,tt_3_min,tt_3_offset_min,tt_4_min,tt_4_offset_min,tt_5_min,tt_5_offset_min,tt_6_min,tt_6_offset_min,tt_7_min,tt_7_offset_min,tt_8_min,tt_8_offset_min,n_ok,tt_mean_min,tt_sd_min
3431120103,34311201,10223,3,22,rail_leg,17:11,1031,-75.1659426772114,39.9531940428398,-74.9063874745106,40.0959040743494,42101,42017,pm_peak,TRUE,39,39.253532,cut,20251105,70.9166666666667,-29.75,62.4166666666667,-21.25,53.9166666666667,-12.75,105.416666666667,-4.25,96.9166666666667,4.25,88.4166666666667,12.75,79.9166666666667,21.25,71.4166666666667,29.75,8,78.6666666666667,17.4622040827775
3444160104,34441601,10410,4,22,rail_leg,10:57,657,-75.2087795541006,40.0727929276456,-75.1834073455283,39.9599979498596,42101,42101,off_peak,FALSE,25,36.258583,cut,20251105,81.25,-29.75,72.75,-21.25,70.25,-12.75,61.75,-4.25,53.25,4.25,44.75,12.75,77.55,21.25,81.75,29.75,8,67.9125,13.5255248115765
3444160108,34441601,10413,8,22,rail_leg,14:45,885,-75.1834073455283,39.9599979498596,-75.2087795541006,40.0727929276456,42101,42101,off_peak,FALSE,32,36.117323,cut,20251105,71.7333333333333,-29.75,75.0833333333333,-21.25,69.7333333333333,-12.75,74.4333333333333,-4.25,65.9333333333333,4.25,57.4333333333333,12.75,48.9333333333333,21.25,72.0833333333333,29.75,8,66.9208333333333,9.22205237460729
3485620201,34856202,11220,1,22,rail_leg,8:00,480,-75.2087795541006,40.0727929276456,-75.1659426772114,39.9531940428398,42101,42101,am_peak,TRUE,50,39.893614,cut,20251105,61.6,-29.75,61.1,-21.25,60.6,-12.75,58.1,-4.25,49.6,4.25,41.1,12.75,58.6,21.25,66.1,29.75,8,57.1,7.97316929278619
3485620202,34856202,11221,2,22,rail_leg,18:00,1080,-75.1659426772114,39.9531940428398,-75.2087795541006,40.0727929276456,42101,42101,pm_peak,TRUE,50,37.770337,cut,20251105,66.8833333333333,-29.75,63.2,-21.25,58.8833333333333,-12.75,59.4333333333333,-4.25,50.9333333333333,4.25,64.9666666666667,12.75,59.1333333333333,21.25,67.0833333333333,29.75,8,61.3145833333333,5.38728984416835
3494880102,34948801,11338,2,22,rail_leg,4:37,277,-75.1297691436794,40.0713922682092,-75.1608290378846,39.9512565309348,42091,42101,off_peak,FALSE,23,26.21249,cut,20251105,47.2166666666667,-29.75,38.7166666666667,-21.25,90.2166666666667,-12.75,81.7166666666667,-4.25,93.2166666666667,4.25,84.7166666666667,12.75,56.2166666666667,21.25,47.7166666666667,29.75,8,67.4666666666667,22.1504595244175
3494880104,34948801,11339,4,22,rail_leg,15:40,940,-75.1541388337345,39.9522458625874,-75.1297691436794,40.0713922682092,42101,42091,off_peak,FALSE,20,25.106486,cut,20251105,51.5166666666667,-29.75,43.0166666666667,-21.25,34.5166666666667,-12.75,42.0166666666667,-4.25,33.5166666666667,4.25,48.25,12.75,54.75,21.25,46.25,29.75,8,44.2291666666667,7.55458312486375
3501660102,35016601,11431,2,22,rail_leg,14:35,875,-75.1648345113326,39.9541020155151,-75.1655206281913,39.9477143701067,42101,42101,off_peak,FALSE,100,7.159904,cut,20251105,18.5333333333333,-29.75,16.7166666666667,-21.25,13.1166666666667,-12.75,17.55,-4.25,24.8666666666667,4.25,18.7166666666667,12.75,10.4666666666667,21.25,13.8833333333333,29.75,8,16.73125,4.3828529294955
3501660103,35016601,11432,3,22,rail_leg,20:30,1230,-75.1655206281913,39.9477143701067,-75.1648345113326,39.9541020155151,42101,42101,off_peak,FALSE,120,7.652922,cut,20251105,20.9166666666667,-29.75,12.4166666666667,-21.25,16.5833333333333,-12.75,8.08333333333333,-4.25,11.9833333333333,4.25,20.0833333333333,12.75,11.5833333333333,21.25,18.4166666666667,29.75,8,15.0083333333333,4.63395850527078
3521040203,35210402,11693,3,22,rail_leg,8:24,504,-75.1325211942729,40.0941668713503,-75.1648345113326,39.9541020155151,42091,42101,am_peak,TRUE,28,34.780763,cut,20251105,43.8666666666667,-29.75,53.3666666666667,-21.25,44.8666666666667,-12.75,45.0833333333333,-4.25,47.8666666666667,4.25,39.3666666666667,12.75,52.8666666666667,21.25,44.3666666666667,29.75,8,46.45625,4.72958383937221
